customer_id,churn_probability,churn_predicted,risk_tier,monthly_mrr,mrr_at_risk,recommended_action
CUST_03627,0.3132,0,MEDIUM,199,62.34,Send engagement email + feature tips
CUST_04427,0.3132,0,MEDIUM,199,62.32,Send engagement email + feature tips
CUST_01757,0.3131,0,MEDIUM,79,24.73,Send engagement email + feature tips
CUST_01956,0.3131,0,MEDIUM,79,24.73,Send engagement email + feature tips
CUST_04763,0.3129,0,MEDIUM,499,156.13,Send engagement email + feature tips
CUST_03105,0.3128,0,MEDIUM,79,24.71,Send engagement email + feature tips
CUST_01167,0.3126,0,MEDIUM,499,155.99,Send engagement email + feature tips
CUST_01805,0.3125,0,MEDIUM,199,62.18,Send engagement email + feature tips
CUST_01248,0.3125,0,MEDIUM,199,62.2,Send engagement email + feature tips
CUST_01841,0.3122,0,MEDIUM,29,9.05,Send engagement email + feature tips
CUST_04809,0.3122,0,MEDIUM,79,24.67,Send engagement email + feature tips
CUST_04009,0.3121,0,MEDIUM,79,24.65,Send engagement email + feature tips
CUST_02820,0.3121,0,MEDIUM,79,24.66,Send engagement email + feature tips
CUST_00253,0.312,0,MEDIUM,29,9.05,Send engagement email + feature tips
CUST_04307,0.312,0,MEDIUM,199,62.08,Send engagement email + feature tips
CUST_01653,0.3119,0,MEDIUM,29,9.05,Send engagement email + feature tips
CUST_03707,0.3118,0,MEDIUM,79,24.63,Send engagement email + feature tips
CUST_00034,0.3118,0,MEDIUM,29,9.04,Send engagement email + feature tips
CUST_01932,0.3116,0,MEDIUM,79,24.61,Send engagement email + feature tips
CUST_04902,0.3115,0,MEDIUM,29,9.03,Send engagement email + feature tips
CUST_04314,0.3113,0,MEDIUM,79,24.59,Send engagement email + feature tips
CUST_00617,0.3113,0,MEDIUM,29,9.03,Send engagement email + feature tips
CUST_00534,0.311,0,MEDIUM,29,9.02,Send engagement email + feature tips
CUST_01993,0.3109,0,MEDIUM,29,9.02,Send engagement email + feature tips
CUST_01283,0.3109,0,MEDIUM,199,61.86,Send engagement email + feature tips
CUST_01034,0.3108,0,MEDIUM,79,24.55,Send engagement email + feature tips
CUST_04701,0.3106,0,MEDIUM,29,9.01,Send engagement email + feature tips
CUST_02898,0.3105,0,MEDIUM,29,9.0,Send engagement email + feature tips
CUST_02474,0.3105,0,MEDIUM,79,24.53,Send engagement email + feature tips
CUST_00554,0.3105,0,MEDIUM,199,61.8,Send engagement email + feature tips
CUST_03688,0.3105,0,MEDIUM,29,9.0,Send engagement email + feature tips
CUST_01038,0.3105,0,MEDIUM,29,9.01,Send engagement email + feature tips
CUST_04484,0.3104,0,MEDIUM,199,61.77,Send engagement email + feature tips
CUST_03579,0.3103,0,MEDIUM,29,9.0,Send engagement email + feature tips
CUST_04442,0.3101,0,MEDIUM,29,8.99,Send engagement email + feature tips
CUST_02941,0.3099,0,MEDIUM,79,24.49,Send engagement email + feature tips
CUST_00274,0.3098,0,MEDIUM,79,24.47,Send engagement email + feature tips
CUST_04602,0.3098,0,MEDIUM,29,8.98,Send engagement email + feature tips
CUST_04358,0.3098,0,MEDIUM,199,61.65,Send engagement email + feature tips
CUST_04815,0.3097,0,MEDIUM,199,61.64,Send engagement email + feature tips
CUST_01551,0.3097,0,MEDIUM,79,24.47,Send engagement email + feature tips
CUST_02982,0.3094,0,MEDIUM,199,61.58,Send engagement email + feature tips
CUST_00232,0.3093,0,MEDIUM,199,61.56,Send engagement email + feature tips
CUST_02400,0.3091,0,MEDIUM,29,8.96,Send engagement email + feature tips
CUST_01718,0.3091,0,MEDIUM,29,8.97,Send engagement email + feature tips
CUST_02143,0.3091,0,MEDIUM,29,8.96,Send engagement email + feature tips
CUST_00681,0.3089,0,MEDIUM,79,24.4,Send engagement email + feature tips
CUST_03616,0.3088,0,MEDIUM,499,154.08,Send engagement email + feature tips
CUST_03201,0.3088,0,MEDIUM,79,24.4,Send engagement email + feature tips
CUST_01465,0.3088,0,MEDIUM,29,8.95,Send engagement email + feature tips
CUST_02291,0.3085,0,MEDIUM,29,8.95,Send engagement email + feature tips
CUST_02148,0.3085,0,MEDIUM,79,24.38,Send engagement email + feature tips
CUST_03039,0.3085,0,MEDIUM,499,153.93,Send engagement email + feature tips
CUST_02748,0.3085,0,MEDIUM,29,8.95,Send engagement email + feature tips
CUST_01826,0.3084,0,MEDIUM,29,8.94,Send engagement email + feature tips
CUST_02669,0.3083,0,MEDIUM,29,8.94,Send engagement email + feature tips
CUST_04439,0.3082,0,MEDIUM,199,61.33,Send engagement email + feature tips
CUST_03619,0.3078,0,MEDIUM,29,8.93,Send engagement email + feature tips
CUST_03479,0.3078,0,MEDIUM,499,153.57,Send engagement email + feature tips
CUST_04649,0.3078,0,MEDIUM,29,8.93,Send engagement email + feature tips
CUST_04147,0.3077,0,MEDIUM,79,24.31,Send engagement email + feature tips
CUST_04007,0.3075,0,MEDIUM,79,24.3,Send engagement email + feature tips
CUST_04603,0.3074,0,MEDIUM,29,8.91,Send engagement email + feature tips
CUST_02048,0.3073,0,MEDIUM,29,8.91,Send engagement email + feature tips
CUST_04303,0.3072,0,MEDIUM,79,24.27,Send engagement email + feature tips
CUST_04024,0.3071,0,MEDIUM,79,24.26,Send engagement email + feature tips
CUST_02978,0.3071,0,MEDIUM,199,61.11,Send engagement email + feature tips
CUST_00012,0.3071,0,MEDIUM,79,24.26,Send engagement email + feature tips
CUST_04835,0.3071,0,MEDIUM,29,8.91,Send engagement email + feature tips
CUST_04550,0.307,0,MEDIUM,29,8.9,Send engagement email + feature tips
CUST_04693,0.3069,0,MEDIUM,199,61.07,Send engagement email + feature tips
CUST_03465,0.3069,0,MEDIUM,29,8.9,Send engagement email + feature tips
CUST_03422,0.3068,0,MEDIUM,29,8.9,Send engagement email + feature tips
CUST_03598,0.3068,0,MEDIUM,79,24.24,Send engagement email + feature tips
CUST_03080,0.3067,0,MEDIUM,29,8.9,Send engagement email + feature tips
CUST_02287,0.3066,0,MEDIUM,29,8.89,Send engagement email + feature tips
CUST_03334,0.3066,0,MEDIUM,199,61.01,Send engagement email + feature tips
CUST_01262,0.3066,0,MEDIUM,29,8.89,Send engagement email + feature tips
CUST_00220,0.3066,0,MEDIUM,29,8.89,Send engagement email + feature tips
CUST_03253,0.3066,0,MEDIUM,79,24.22,Send engagement email + feature tips
CUST_02221,0.3064,0,MEDIUM,29,8.89,Send engagement email + feature tips
CUST_03724,0.3064,0,MEDIUM,199,60.97,Send engagement email + feature tips
CUST_04370,0.3063,0,MEDIUM,199,60.94,Send engagement email + feature tips
CUST_04251,0.3062,0,MEDIUM,79,24.19,Send engagement email + feature tips
CUST_03098,0.306,0,MEDIUM,79,24.17,Send engagement email + feature tips
CUST_02348,0.306,0,MEDIUM,199,60.89,Send engagement email + feature tips
CUST_03739,0.3057,0,MEDIUM,79,24.15,Send engagement email + feature tips
CUST_02314,0.3056,0,MEDIUM,29,8.86,Send engagement email + feature tips
CUST_03803,0.3055,0,MEDIUM,499,152.44,Send engagement email + feature tips
CUST_03735,0.3054,0,MEDIUM,499,152.38,Send engagement email + feature tips
CUST_04592,0.3054,0,MEDIUM,199,60.78,Send engagement email + feature tips
CUST_00344,0.3054,0,MEDIUM,499,152.4,Send engagement email + feature tips
CUST_04600,0.3053,0,MEDIUM,29,8.85,Send engagement email + feature tips
CUST_01555,0.3052,0,MEDIUM,199,60.73,Send engagement email + feature tips
CUST_03415,0.3052,0,MEDIUM,29,8.85,Send engagement email + feature tips
CUST_00252,0.3051,0,MEDIUM,199,60.71,Send engagement email + feature tips
CUST_00993,0.3051,0,MEDIUM,79,24.11,Send engagement email + feature tips
CUST_03014,0.305,0,MEDIUM,199,60.69,Send engagement email + feature tips
CUST_02363,0.3048,0,MEDIUM,199,60.65,Send engagement email + feature tips
CUST_00484,0.3046,0,MEDIUM,199,60.61,Send engagement email + feature tips
CUST_01691,0.3044,0,MEDIUM,29,8.83,Send engagement email + feature tips
CUST_04587,0.3044,0,MEDIUM,79,24.05,Send engagement email + feature tips
CUST_03249,0.3044,0,MEDIUM,199,60.57,Send engagement email + feature tips
CUST_03437,0.3044,0,MEDIUM,29,8.83,Send engagement email + feature tips
CUST_01472,0.3044,0,MEDIUM,79,24.05,Send engagement email + feature tips
CUST_02269,0.3043,0,MEDIUM,79,24.04,Send engagement email + feature tips
CUST_00652,0.3042,0,MEDIUM,29,8.82,Send engagement email + feature tips
CUST_02401,0.304,0,MEDIUM,199,60.5,Send engagement email + feature tips
CUST_00624,0.304,0,MEDIUM,29,8.82,Send engagement email + feature tips
CUST_00277,0.3039,0,MEDIUM,29,8.81,Send engagement email + feature tips
CUST_04448,0.3038,0,MEDIUM,29,8.81,Send engagement email + feature tips
CUST_04751,0.3038,0,MEDIUM,29,8.81,Send engagement email + feature tips
CUST_04384,0.3037,0,MEDIUM,79,23.99,Send engagement email + feature tips
CUST_01678,0.3036,0,MEDIUM,79,23.98,Send engagement email + feature tips
CUST_01189,0.3036,0,MEDIUM,29,8.8,Send engagement email + feature tips
CUST_00491,0.3035,0,MEDIUM,199,60.39,Send engagement email + feature tips
CUST_02455,0.3035,0,MEDIUM,499,151.44,Send engagement email + feature tips
CUST_00654,0.3035,0,MEDIUM,29,8.8,Send engagement email + feature tips
CUST_00813,0.3035,0,MEDIUM,29,8.8,Send engagement email + feature tips
CUST_03753,0.3033,0,MEDIUM,29,8.8,Send engagement email + feature tips
CUST_00761,0.3032,0,MEDIUM,499,151.29,Send engagement email + feature tips
CUST_03718,0.3032,0,MEDIUM,199,60.34,Send engagement email + feature tips
CUST_03083,0.3031,0,MEDIUM,29,8.79,Send engagement email + feature tips
CUST_03153,0.303,0,MEDIUM,499,151.19,Send engagement email + feature tips
CUST_03834,0.303,0,MEDIUM,499,151.2,Send engagement email + feature tips
CUST_00632,0.3029,0,MEDIUM,29,8.78,Send engagement email + feature tips
CUST_04910,0.3027,0,MEDIUM,29,8.78,Send engagement email + feature tips
CUST_03177,0.3024,0,MEDIUM,199,60.17,Send engagement email + feature tips
CUST_02842,0.3024,0,MEDIUM,29,8.77,Send engagement email + feature tips
CUST_02753,0.3024,0,MEDIUM,79,23.89,Send engagement email + feature tips
CUST_03642,0.3024,0,MEDIUM,29,8.77,Send engagement email + feature tips
CUST_04739,0.3023,0,MEDIUM,79,23.88,Send engagement email + feature tips
CUST_03032,0.3021,0,MEDIUM,29,8.76,Send engagement email + feature tips
CUST_00914,0.302,0,MEDIUM,79,23.86,Send engagement email + feature tips
CUST_04947,0.3018,0,MEDIUM,29,8.75,Send engagement email + feature tips
CUST_03538,0.3017,0,MEDIUM,79,23.83,Send engagement email + feature tips
CUST_04621,0.3016,0,MEDIUM,29,8.75,Send engagement email + feature tips
CUST_01286,0.3015,0,MEDIUM,199,59.99,Send engagement email + feature tips
CUST_03082,0.3015,0,MEDIUM,29,8.74,Send engagement email + feature tips
CUST_02894,0.3014,0,MEDIUM,79,23.81,Send engagement email + feature tips
CUST_00585,0.3014,0,MEDIUM,29,8.74,Send engagement email + feature tips
CUST_04920,0.3014,0,MEDIUM,29,8.74,Send engagement email + feature tips
CUST_03159,0.3014,0,MEDIUM,199,59.99,Send engagement email + feature tips
CUST_00307,0.3013,0,MEDIUM,79,23.8,Send engagement email + feature tips
CUST_04707,0.3013,0,MEDIUM,79,23.81,Send engagement email + feature tips
CUST_01643,0.3011,0,MEDIUM,199,59.92,Send engagement email + feature tips
CUST_04722,0.3011,0,MEDIUM,199,59.91,Send engagement email + feature tips
CUST_01501,0.301,0,MEDIUM,29,8.73,Send engagement email + feature tips
CUST_01825,0.3009,0,MEDIUM,199,59.89,Send engagement email + feature tips
CUST_04556,0.3006,0,MEDIUM,29,8.72,Send engagement email + feature tips
CUST_00409,0.3003,0,MEDIUM,79,23.72,Send engagement email + feature tips
CUST_01511,0.3003,0,MEDIUM,199,59.75,Send engagement email + feature tips
CUST_01949,0.3002,0,MEDIUM,29,8.7,Send engagement email + feature tips
CUST_01764,0.3002,0,MEDIUM,199,59.74,Send engagement email + feature tips
CUST_00504,0.3,0,MEDIUM,29,8.7,Send engagement email + feature tips
CUST_00475,0.2998,0,MEDIUM,79,23.69,Send engagement email + feature tips
CUST_04162,0.2998,0,MEDIUM,199,59.67,Send engagement email + feature tips
CUST_02631,0.2996,0,MEDIUM,79,23.67,Send engagement email + feature tips
CUST_04928,0.2996,0,MEDIUM,199,59.62,Send engagement email + feature tips
CUST_03953,0.2995,0,MEDIUM,79,23.66,Send engagement email + feature tips
CUST_01191,0.2995,0,MEDIUM,79,23.66,Send engagement email + feature tips
CUST_01914,0.2993,0,MEDIUM,29,8.68,Send engagement email + feature tips
CUST_03375,0.2993,0,MEDIUM,79,23.65,Send engagement email + feature tips
CUST_00548,0.2992,0,MEDIUM,29,8.68,Send engagement email + feature tips
CUST_02734,0.2992,0,MEDIUM,29,8.68,Send engagement email + feature tips
CUST_00328,0.2991,0,MEDIUM,79,23.63,Send engagement email + feature tips
CUST_03912,0.2991,0,MEDIUM,199,59.53,Send engagement email + feature tips
CUST_04082,0.299,0,MEDIUM,29,8.67,Send engagement email + feature tips
CUST_02569,0.2989,0,MEDIUM,29,8.67,Send engagement email + feature tips
CUST_02865,0.2988,0,MEDIUM,499,149.09,Send engagement email + feature tips
CUST_02088,0.2988,0,MEDIUM,29,8.67,Send engagement email + feature tips
CUST_00004,0.2988,0,MEDIUM,199,59.46,Send engagement email + feature tips
CUST_04544,0.2987,0,MEDIUM,29,8.66,Send engagement email + feature tips
CUST_02919,0.2987,0,MEDIUM,79,23.6,Send engagement email + feature tips
CUST_03034,0.2986,0,MEDIUM,199,59.42,Send engagement email + feature tips
CUST_00746,0.2986,0,MEDIUM,199,59.43,Send engagement email + feature tips
CUST_04454,0.2983,0,MEDIUM,199,59.37,Send engagement email + feature tips
CUST_02389,0.2983,0,MEDIUM,79,23.56,Send engagement email + feature tips
CUST_00199,0.2983,0,MEDIUM,29,8.65,Send engagement email + feature tips
CUST_01274,0.2982,0,MEDIUM,79,23.56,Send engagement email + feature tips
CUST_04861,0.2982,0,MEDIUM,79,23.55,Send engagement email + feature tips
CUST_01532,0.2976,0,MEDIUM,499,148.49,Send engagement email + feature tips
CUST_02793,0.2976,0,MEDIUM,199,59.23,Send engagement email + feature tips
CUST_01763,0.2974,0,MEDIUM,29,8.63,Send engagement email + feature tips
CUST_01892,0.2971,0,MEDIUM,499,148.24,Send engagement email + feature tips
CUST_03363,0.2971,0,MEDIUM,79,23.47,Send engagement email + feature tips
CUST_01204,0.2969,0,MEDIUM,29,8.61,Send engagement email + feature tips
CUST_02995,0.2969,0,MEDIUM,29,8.61,Send engagement email + feature tips
CUST_01903,0.2967,0,MEDIUM,79,23.44,Send engagement email + feature tips
CUST_01110,0.2967,0,MEDIUM,499,148.04,Send engagement email + feature tips
CUST_02691,0.2967,0,MEDIUM,199,59.04,Send engagement email + feature tips
CUST_00482,0.2967,0,MEDIUM,79,23.44,Send engagement email + feature tips
CUST_03955,0.2967,0,MEDIUM,29,8.6,Send engagement email + feature tips
CUST_02663,0.2966,0,MEDIUM,79,23.44,Send engagement email + feature tips
CUST_00364,0.2966,0,MEDIUM,79,23.43,Send engagement email + feature tips
CUST_00705,0.2965,0,MEDIUM,29,8.6,Send engagement email + feature tips
CUST_00338,0.2965,0,MEDIUM,499,147.98,Send engagement email + feature tips
CUST_02859,0.2964,0,MEDIUM,29,8.59,Send engagement email + feature tips
CUST_04052,0.2963,0,MEDIUM,29,8.59,Send engagement email + feature tips
CUST_01341,0.2962,0,MEDIUM,79,23.4,Send engagement email + feature tips
CUST_04270,0.2959,0,MEDIUM,29,8.58,Send engagement email + feature tips
CUST_00703,0.2958,0,MEDIUM,29,8.58,Send engagement email + feature tips
CUST_03298,0.2958,0,MEDIUM,29,8.58,Send engagement email + feature tips
CUST_02667,0.2958,0,MEDIUM,199,58.87,Send engagement email + feature tips
CUST_01728,0.2955,0,MEDIUM,499,147.46,Send engagement email + feature tips
CUST_03679,0.2955,0,MEDIUM,29,8.57,Send engagement email + feature tips
CUST_03067,0.2954,0,MEDIUM,29,8.57,Send engagement email + feature tips
CUST_04107,0.2954,0,MEDIUM,199,58.78,Send engagement email + feature tips
CUST_02998,0.2952,0,MEDIUM,499,147.32,Send engagement email + feature tips
CUST_01782,0.2952,0,MEDIUM,79,23.32,Send engagement email + feature tips
CUST_04639,0.295,0,MEDIUM,29,8.55,Send engagement email + feature tips
CUST_04198,0.2949,0,MEDIUM,199,58.68,Send engagement email + feature tips
CUST_01980,0.2948,0,MEDIUM,29,8.55,Send engagement email + feature tips
CUST_00464,0.2948,0,MEDIUM,29,8.55,Send engagement email + feature tips
CUST_03942,0.2948,0,MEDIUM,199,58.66,Send engagement email + feature tips
CUST_02821,0.2948,0,MEDIUM,79,23.29,Send engagement email + feature tips
CUST_04140,0.2947,0,MEDIUM,79,23.28,Send engagement email + feature tips
CUST_01526,0.2946,0,MEDIUM,29,8.54,Send engagement email + feature tips
CUST_03099,0.2946,0,MEDIUM,79,23.28,Send engagement email + feature tips
CUST_03139,0.2945,0,MEDIUM,29,8.54,Send engagement email + feature tips
CUST_00865,0.2943,0,MEDIUM,79,23.25,Send engagement email + feature tips
CUST_00447,0.2941,0,MEDIUM,79,23.23,Send engagement email + feature tips
CUST_03762,0.2941,0,MEDIUM,79,23.23,Send engagement email + feature tips
CUST_04886,0.2939,0,MEDIUM,199,58.49,Send engagement email + feature tips
CUST_03949,0.2938,0,MEDIUM,79,23.21,Send engagement email + feature tips
CUST_00889,0.2938,0,MEDIUM,79,23.21,Send engagement email + feature tips
CUST_02110,0.2938,0,MEDIUM,199,58.46,Send engagement email + feature tips
CUST_01929,0.2935,0,MEDIUM,79,23.19,Send engagement email + feature tips
CUST_03782,0.2934,0,MEDIUM,29,8.51,Send engagement email + feature tips
CUST_00292,0.2933,0,MEDIUM,29,8.51,Send engagement email + feature tips
CUST_02907,0.2932,0,MEDIUM,199,58.36,Send engagement email + feature tips
CUST_03871,0.2931,0,MEDIUM,29,8.5,Send engagement email + feature tips
CUST_00283,0.293,0,MEDIUM,199,58.3,Send engagement email + feature tips
CUST_03915,0.2929,0,MEDIUM,79,23.14,Send engagement email + feature tips
CUST_02719,0.2926,0,MEDIUM,499,146.0,Send engagement email + feature tips
CUST_01427,0.2925,0,MEDIUM,199,58.21,Send engagement email + feature tips
CUST_01656,0.2924,0,MEDIUM,29,8.48,Send engagement email + feature tips
CUST_03354,0.2924,0,MEDIUM,29,8.48,Send engagement email + feature tips
CUST_03813,0.2922,0,MEDIUM,29,8.47,Send engagement email + feature tips
CUST_02049,0.292,0,MEDIUM,79,23.07,Send engagement email + feature tips
CUST_00982,0.292,0,MEDIUM,499,145.69,Send engagement email + feature tips
CUST_02267,0.2919,0,MEDIUM,79,23.06,Send engagement email + feature tips
CUST_03674,0.2919,0,MEDIUM,29,8.47,Send engagement email + feature tips
CUST_04012,0.2918,0,MEDIUM,29,8.46,Send engagement email + feature tips
CUST_00275,0.2916,0,MEDIUM,29,8.46,Send engagement email + feature tips
CUST_01234,0.2915,0,MEDIUM,79,23.03,Send engagement email + feature tips
CUST_02729,0.2915,0,MEDIUM,79,23.02,Send engagement email + feature tips
CUST_00458,0.2915,0,MEDIUM,499,145.44,Send engagement email + feature tips
CUST_02953,0.2913,0,MEDIUM,29,8.45,Send engagement email + feature tips
CUST_04993,0.2913,0,MEDIUM,199,57.97,Send engagement email + feature tips
CUST_01890,0.2911,0,MEDIUM,79,23.0,Send engagement email + feature tips
CUST_04561,0.291,0,MEDIUM,29,8.44,Send engagement email + feature tips
CUST_03063,0.2908,0,MEDIUM,29,8.43,Send engagement email + feature tips
CUST_01969,0.2908,0,MEDIUM,79,22.97,Send engagement email + feature tips
CUST_01806,0.2907,0,MEDIUM,199,57.84,Send engagement email + feature tips
CUST_03332,0.2901,0,MEDIUM,199,57.73,Send engagement email + feature tips
CUST_02340,0.29,0,MEDIUM,499,144.72,Send engagement email + feature tips
CUST_01312,0.2897,0,MEDIUM,199,57.64,Send engagement email + feature tips
CUST_00989,0.2897,0,MEDIUM,199,57.65,Send engagement email + feature tips
CUST_00902,0.2896,0,MEDIUM,29,8.4,Send engagement email + feature tips
CUST_03864,0.2896,0,MEDIUM,29,8.4,Send engagement email + feature tips
CUST_03790,0.2894,0,MEDIUM,199,57.58,Send engagement email + feature tips
CUST_01077,0.2893,0,MEDIUM,79,22.85,Send engagement email + feature tips
CUST_00123,0.2893,0,MEDIUM,79,22.85,Send engagement email + feature tips
CUST_03830,0.2892,0,MEDIUM,29,8.39,Send engagement email + feature tips
CUST_02581,0.2892,0,MEDIUM,79,22.85,Send engagement email + feature tips
CUST_01445,0.2892,0,MEDIUM,79,22.85,Send engagement email + feature tips
CUST_00425,0.2891,0,MEDIUM,79,22.84,Send engagement email + feature tips
CUST_04389,0.2891,0,MEDIUM,79,22.84,Send engagement email + feature tips
CUST_02984,0.2891,0,MEDIUM,79,22.84,Send engagement email + feature tips
CUST_03227,0.289,0,MEDIUM,29,8.38,Send engagement email + feature tips
CUST_00640,0.2888,0,MEDIUM,79,22.81,Send engagement email + feature tips
CUST_04038,0.2888,0,MEDIUM,199,57.46,Send engagement email + feature tips
CUST_00051,0.2887,0,MEDIUM,199,57.45,Send engagement email + feature tips
CUST_00569,0.2887,0,MEDIUM,499,144.08,Send engagement email + feature tips
CUST_03490,0.2886,0,MEDIUM,199,57.42,Send engagement email + feature tips
CUST_01588,0.2885,0,MEDIUM,29,8.37,Send engagement email + feature tips
CUST_00015,0.2885,0,MEDIUM,29,8.37,Send engagement email + feature tips
CUST_01008,0.2883,0,MEDIUM,79,22.78,Send engagement email + feature tips
CUST_01562,0.2883,0,MEDIUM,29,8.36,Send engagement email + feature tips
CUST_00094,0.2882,0,MEDIUM,29,8.36,Send engagement email + feature tips
CUST_03123,0.2882,0,MEDIUM,199,57.36,Send engagement email + feature tips
CUST_00744,0.2881,0,MEDIUM,29,8.36,Send engagement email + feature tips
CUST_01940,0.2881,0,MEDIUM,199,57.34,Send engagement email + feature tips
CUST_00949,0.288,0,MEDIUM,199,57.3,Send engagement email + feature tips
CUST_01572,0.2879,0,MEDIUM,29,8.35,Send engagement email + feature tips
CUST_02435,0.2877,0,MEDIUM,199,57.26,Send engagement email + feature tips
CUST_02458,0.2877,0,MEDIUM,29,8.34,Send engagement email + feature tips
CUST_01963,0.2876,0,MEDIUM,79,22.72,Send engagement email + feature tips
CUST_01320,0.2875,0,MEDIUM,79,22.71,Send engagement email + feature tips
CUST_03704,0.2874,0,MEDIUM,29,8.33,Send engagement email + feature tips
CUST_01287,0.2874,0,MEDIUM,79,22.71,Send engagement email + feature tips
CUST_02098,0.2874,0,MEDIUM,29,8.33,Send engagement email + feature tips
CUST_04017,0.2873,0,MEDIUM,199,57.18,Send engagement email + feature tips
CUST_01557,0.2873,0,MEDIUM,29,8.33,Send engagement email + feature tips
CUST_01649,0.2873,0,MEDIUM,199,57.17,Send engagement email + feature tips
CUST_04479,0.2872,0,MEDIUM,29,8.33,Send engagement email + feature tips
CUST_02283,0.2872,0,MEDIUM,79,22.69,Send engagement email + feature tips
CUST_04305,0.2872,0,MEDIUM,29,8.33,Send engagement email + feature tips
CUST_02869,0.2871,0,MEDIUM,29,8.33,Send engagement email + feature tips
CUST_02421,0.287,0,MEDIUM,199,57.12,Send engagement email + feature tips
CUST_04293,0.2869,0,MEDIUM,79,22.66,Send engagement email + feature tips
CUST_03115,0.2867,0,MEDIUM,29,8.32,Send engagement email + feature tips
CUST_04840,0.2867,0,MEDIUM,199,57.06,Send engagement email + feature tips
CUST_02366,0.2866,0,MEDIUM,79,22.64,Send engagement email + feature tips
CUST_02122,0.2866,0,MEDIUM,79,22.64,Send engagement email + feature tips
CUST_03944,0.2865,0,MEDIUM,29,8.31,Send engagement email + feature tips
CUST_00636,0.2864,0,MEDIUM,79,22.63,Send engagement email + feature tips
CUST_01058,0.2862,0,MEDIUM,199,56.96,Send engagement email + feature tips
CUST_03362,0.2862,0,MEDIUM,29,8.3,Send engagement email + feature tips
CUST_02171,0.2861,0,MEDIUM,199,56.93,Send engagement email + feature tips
CUST_00455,0.2861,0,MEDIUM,29,8.3,Send engagement email + feature tips
CUST_04026,0.286,0,MEDIUM,79,22.6,Send engagement email + feature tips
CUST_01355,0.2859,0,MEDIUM,499,142.69,Send engagement email + feature tips
CUST_00362,0.2858,0,MEDIUM,79,22.58,Send engagement email + feature tips
CUST_03749,0.2858,0,MEDIUM,29,8.29,Send engagement email + feature tips
CUST_00016,0.2857,0,MEDIUM,29,8.28,Send engagement email + feature tips
CUST_02556,0.2857,0,MEDIUM,29,8.28,Send engagement email + feature tips
CUST_02976,0.2857,0,MEDIUM,499,142.57,Send engagement email + feature tips
CUST_02771,0.2856,0,MEDIUM,199,56.83,Send engagement email + feature tips
CUST_00805,0.2856,0,MEDIUM,29,8.28,Send engagement email + feature tips
CUST_02861,0.2856,0,MEDIUM,29,8.28,Send engagement email + feature tips
CUST_01872,0.2855,0,MEDIUM,79,22.55,Send engagement email + feature tips
CUST_04759,0.2855,0,MEDIUM,79,22.56,Send engagement email + feature tips
CUST_02339,0.2854,0,MEDIUM,79,22.54,Send engagement email + feature tips
CUST_00355,0.2853,0,MEDIUM,79,22.54,Send engagement email + feature tips
CUST_02127,0.2852,0,MEDIUM,29,8.27,Send engagement email + feature tips
CUST_03628,0.2852,0,MEDIUM,29,8.27,Send engagement email + feature tips
CUST_00872,0.2851,0,MEDIUM,79,22.52,Send engagement email + feature tips
CUST_02029,0.285,0,MEDIUM,29,8.27,Send engagement email + feature tips
CUST_03262,0.285,0,MEDIUM,199,56.71,Send engagement email + feature tips
CUST_04047,0.2849,0,MEDIUM,79,22.5,Send engagement email + feature tips
CUST_04711,0.2848,0,MEDIUM,199,56.68,Send engagement email + feature tips
CUST_03815,0.2848,0,MEDIUM,199,56.68,Send engagement email + feature tips
CUST_00796,0.2848,0,MEDIUM,29,8.26,Send engagement email + feature tips
CUST_02885,0.2848,0,MEDIUM,199,56.68,Send engagement email + feature tips
CUST_04065,0.2847,0,MEDIUM,79,22.49,Send engagement email + feature tips
CUST_01694,0.2847,0,MEDIUM,79,22.49,Send engagement email + feature tips
CUST_01423,0.2847,0,MEDIUM,29,8.26,Send engagement email + feature tips
CUST_03346,0.2846,0,MEDIUM,199,56.64,Send engagement email + feature tips
CUST_00509,0.2846,0,MEDIUM,79,22.48,Send engagement email + feature tips
CUST_04280,0.2846,0,MEDIUM,79,22.48,Send engagement email + feature tips
CUST_01067,0.2845,0,MEDIUM,29,8.25,Send engagement email + feature tips
CUST_00421,0.2845,0,MEDIUM,29,8.25,Send engagement email + feature tips
CUST_02831,0.2845,0,MEDIUM,79,22.48,Send engagement email + feature tips
CUST_02813,0.2844,0,MEDIUM,79,22.47,Send engagement email + feature tips
CUST_01414,0.2842,0,MEDIUM,29,8.24,Send engagement email + feature tips
CUST_03143,0.2841,0,MEDIUM,79,22.45,Send engagement email + feature tips
CUST_04338,0.284,0,MEDIUM,29,8.24,Send engagement email + feature tips
CUST_04263,0.284,0,MEDIUM,79,22.44,Send engagement email + feature tips
CUST_01076,0.2839,0,MEDIUM,29,8.23,Send engagement email + feature tips
CUST_04486,0.2839,0,MEDIUM,29,8.23,Send engagement email + feature tips
CUST_04237,0.2838,0,MEDIUM,29,8.23,Send engagement email + feature tips
CUST_02705,0.2838,0,MEDIUM,29,8.23,Send engagement email + feature tips
CUST_03600,0.2837,0,MEDIUM,79,22.42,Send engagement email + feature tips
CUST_02075,0.2837,0,MEDIUM,29,8.23,Send engagement email + feature tips
CUST_02159,0.2837,0,MEDIUM,79,22.42,Send engagement email + feature tips
CUST_03390,0.2836,0,MEDIUM,79,22.41,Send engagement email + feature tips
